AIR_TIME,ARR,ARR_Pr,ARR_delay_time,ARR_delay_times,DEP,DEP_Pr,DEP_delay_time,DEP_delay_times,DISTANCE,total_flight
153.5882353,ORF,0.282352941,75.70833333,24,DFW,0.247058824,79.57142857,21,1212,85
147.0833333,PBI,0.266666667,63.3125,16,DFW,0.266666667,53.9375,16,1102,60
208.7348066,PDX,0.348066298,59.38095238,63,DFW,0.342541436,62.46774194,62,1616,181
165.2438272,PHL,0.388888889,78.51587302,126,DFW,0.358024691,80.67241379,116,1303,324
114.4271357,PHX,0.331658291,76.08333333,132,DFW,0.349246231,76.09352518,139,868,398
91.06666667,PIA,0.366666667,61.31818182,22,DFW,0.316666667,69.15789474,19,672,60
64.38709677,PIB,0.193548387,97.83333333,6,DFW,0.161290323,115,5,462,31
136.75,PIT,0.3125,74.96363636,55,DFW,0.284090909,77.46,50,1067,176
81.64238411,PNS,0.284768212,60.39534884,43,DFW,0.245033113,59.75675676,37,604,151
145.7346939,PSP,0.367346939,72.88888889,18,DFW,0.408163265,63.65,20,1126,49
113.9032258,RAP,0.338709677,84.47619048,21,DFW,0.290322581,94.11111111,18,835,62
138.6982249,RDU,0.384615385,60.76923077,65,DFW,0.319526627,63.42592593,54,1061,169
146.1176471,RIC,0.423529412,55.30555556,36,DFW,0.317647059,56.7037037,27,1158,85
175.0493827,RNO,0.296296296,68.58333333,24,DFW,0.271604938,70.54545455,22,1345,81
62.49438202,ROW,0.258426966,72,23,DFW,0.258426966,68.7826087,23,435,89
136.5172414,RSW,0.310344828,65.14814815,27,DFW,0.218390805,81.73684211,19,1017,87
73.94382022,SAF,0.258426966,128.3043478,23,DFW,0.235955056,139.5714286,21,551,89
146.9470199,SAN,0.317880795,67.51041667,96,DFW,0.334437086,67.31683168,101,1171,302
41.55963303,SAT,0.394495413,67.00775194,129,DFW,0.348623853,67.25438596,114,247,327
113.9753086,SAV,0.37037037,58.66666667,30,DFW,0.296296296,70.5,24,925,81
163.3870968,SBA,0.258064516,58.25,8,DFW,0.322580645,59.7,10,1316,31
109.3870968,SBN,0.387096774,83.875,24,DFW,0.403225806,92.28,25,846,62
97.83050847,SDF,0.372881356,85.09090909,66,DFW,0.316384181,85.01785714,56,733,177
217.0226757,SEA,0.337868481,54.33557047,149,DFW,0.301587302,59.83458647,133,1660,441
187.4441489,SFO,0.276595745,76.32692308,104,DFW,0.295212766,73.30630631,111,1464,376
57.50239234,SGF,0.220095694,65.95652174,46,DFW,0.157894737,75.54545455,33,364,209
33.71523179,SHV,0.337748344,67.96078431,51,DFW,0.251655629,76.15789474,38,190,151
185.9166667,SJC,0.225,82.55555556,27,DFW,0.225,84.07407407,27,1438,120
38.03333333,SJT,0.158333333,55.89473684,19,DFW,0.141666667,57.35294118,17,229,120
268.8387097,SJU,0.274193548,67.29411765,17,DFW,0.274193548,60.88235294,17,2165,62
131.5947522,SLC,0.21574344,57.64864865,74,DFW,0.221574344,56.28947368,76,989,343
183.760274,SMF,0.376712329,67.69090909,55,DFW,0.376712329,69.16363636,55,1431,146
152.8339768,SNA,0.239382239,57.70967742,62,DFW,0.22007722,61.26315789,57,1205,259
88.12903226,SPI,0.338709677,44.85714286,21,DFW,0.290322581,43.66666667,18,630,62
25.89010989,SPS,0.230769231,48.23809524,21,DFW,0.120879121,75.18181818,11,113,91
78.7745098,STL,0.333333333,60.16176471,68,DFW,0.274509804,64.69642857,56,550,204
97.93548387,SUX,0.225806452,57.14285714,7,DFW,0.193548387,57.5,6,657,31
38.31506849,SWO,0.219178082,65.875,16,DFW,0.232876712,66.05882353,17,225,73
103.8387097,TLH,0.290322581,42.27777778,18,DFW,0.161290323,44.6,10,767,62
124.6587678,TPA,0.355450237,56.49333333,75,DFW,0.293838863,54.03225806,62,929,211
40.32824427,TUL,0.312977099,76.75609756,82,DFW,0.259541985,86.91176471,68,237,262
105.1966292,TUS,0.292134831,59.09615385,52,DFW,0.275280899,57.91836735,49,813,178
133.4516129,TVC,0.258064516,152.875,8,DFW,0.225806452,167.7142857,7,1022,31
31.72413793,TXK,0.206896552,38.66666667,24,DFW,0.129310345,41.66666667,15,181,116
21.89565217,TYR,0.243478261,50.78571429,28,DFW,0.208695652,46.95833333,24,102,115
100.6694215,TYS,0.32231405,122.1538462,39,DFW,0.26446281,138.59375,32,771,121
85.67123288,VPS,0.253424658,79.97297297,37,DFW,0.239726027,82.68571429,35,641,146
47.50378788,XNA,0.223484848,66.69491525,59,DFW,0.185606061,66.26530612,49,280,264
36.19298246,ATL,0.175438596,53.7,20,DHN,0.157894737,59.16666667,18,170,114
74.69811321,DEN,0.226415094,70.83333333,12,DIK,0.150943396,90.125,8,488,53
47.64516129,ANC,0.096774194,53.33333333,3,DLG,0.129032258,37.75,4,329,31
35.16551724,MSP,0.103448276,98.13333333,15,DLH,0.117241379,80.35294118,17,144,145
67.15315315,ORD,0.216216216,106.4583333,24,DLH,0.18018018,120.3,20,397,111
46.12376238,DEN,0.222772277,87.62222222,45,DRO,0.193069307,84.53846154,39,250,202
85.13333333,DFW,0.366666667,73.18181818,33,DRO,0.333333333,80.4,30,674,90
86.75,LAX,0,0,0,DRO,0,0,0,640,4
53.85245902,PHX,0.229508197,75.85714286,14,DRO,0.31147541,67.47368421,19,353,61
99.6627907,ATL,0.069767442,53.16666667,6,DSM,0.11627907,36.9,10,743,86
134.8333333,AZA,0.416666667,84.4,5,DSM,0.416666667,87.4,5,1138,12
112.045977,CLT,0.08045977,55.28571429,7,DSM,0.137931034,34.66666667,12,815,87
121.4666667,DCA,0.066666667,95.5,2,DSM,0.066666667,78.5,2,897,30
86.47619048,DEN,0.148809524,58,25,DSM,0.148809524,60.96,25,589,168
87.74074074,DFW,0.240740741,64.34615385,26,DSM,0.240740741,66.80769231,26,624,108
78.92771084,DTW,0.096385542,66.625,8,DSM,0.108433735,61.88888889,9,533,83
127.9354839,EWR,0.225806452,56.14285714,7,DSM,0.225806452,43.42857143,7,1017,31
116.2222222,IAH,0.166666667,50,6,DSM,0.111111111,65.25,4,802,36
155.5740741,LAS,0.185185185,96.1,10,DSM,0.277777778,72.66666667,15,1216,54
184.1111111,LAX,0.333333333,154,3,DSM,0.222222222,241.5,2,1447,9
132.952381,LGA,0.095238095,96.5,2,DSM,0.095238095,80,2,1031,21
132.8571429,MCO,0.571428571,67.75,8,DSM,0.571428571,71.5,8,1141,14
43.68518519,MSP,0.111111111,62.72222222,18,DSM,0.104938272,66.82352941,17,232,162
53.31804281,ORD,0.168195719,73.01818182,55,DSM,0.162079511,72.33962264,53,299,327
150.3333333,PGD,0.444444444,119.5,4,DSM,0.333333333,113.3333333,3,1206,9
124.8166667,PHL,0.183333333,41.81818182,11,DSM,0.116666667,59.71428571,7,972,60
151.5333333,PHX,0.166666667,33.4,10,DSM,0.1,44.83333333,6,1150,60
136.0769231,PIE,0.384615385,58.6,5,DSM,0.461538462,41.16666667,6,1126,13
142.5384615,SFB,0.384615385,60.8,5,DSM,0.307692308,53,4,1124,13
201.1428571,SFO,0.428571429,50.5,6,DSM,0.428571429,64.16666667,6,1549,14
144.1935484,SLC,0.032258065,94,1,DSM,0,0,0,955,31
42.06896552,STL,0.103448276,57.16666667,6,DSM,0.103448276,47,6,259,58
64.92957746,ABE,0.211267606,73.66666667,15,DTW,0.183098592,66.69230769,13,425,71
66.72897196,ALB,0.14953271,63.875,16,DTW,0.158878505,60,17,489,107
36.1,APN,0.133333333,37.5,4,DTW,0.133333333,39.5,4,198,30
91.62573099,ATL,0.152046784,68.80769231,78,DTW,0.148148148,69.40789474,76,594,513
53.80582524,ATW,0.174757282,64.22222222,18,DTW,0.145631068,78.66666667,15,296,103
144.21875,AUS,0.197916667,60.84210526,19,DTW,0.25,66.83333333,24,1149,96
60.95180723,AVP,0.156626506,42.23076923,13,DTW,0.108433735,56.66666667,9,399,83
25.18309859,AZO,0.147887324,67.19047619,21,DTW,0.169014085,63.25,24,113,142
75.61403509,BDL,0.131578947,80.46666667,15,DTW,0.122807018,90.5,14,549,114
57.49295775,BGM,0.197183099,70,14,DTW,0.197183099,68.85714286,14,378,71
86.77108434,BHM,0.084337349,76.57142857,7,DTW,0.108433735,70.55555556,9,625,83
67.89545455,BNA,0.172727273,100.7894737,38,DTW,0.159090909,109.4857143,35,456,220
86.22713864,BOS,0.206489676,75.64285714,70,DTW,0.209439528,72.46478873,71,632,339
75.15662651,BTV,0.156626506,57.38461538,13,DTW,0.096385542,80.625,8,537,83
41.09929078,BUF,0.127659574,72.38888889,18,DTW,0.127659574,71,18,241,141
64.46415094,BWI,0.19245283,70.66666667,51,DTW,0.18490566,73.48979592,49,409,265
30.73493976,CAK,0.253012048,58.85714286,21,DTW,0.289156627,56.29166667,24,133,83
76.05263158,CHA,0.052631579,81.5,2,DTW,0.026315789,146,1,505,38
91.38709677,CHS,0.129032258,69.125,8,DTW,0.14516129,64.55555556,9,667,62
66.26605505,CID,0.155963303,70.64705882,17,DTW,0.128440367,89.14285714,14,430,109
49.33333333,CIU,0.037037037,59,1,DTW,0.074074074,33,2,284,27
24.00719424,CLE,0.107913669,57.53333333,15,DTW,0.115107914,58.25,16,95,139
78.49117647,CLT,0.144117647,58.81632653,49,DTW,0.147058824,64.4,50,500,340
31.45061728,CMH,0.135802469,150.1363636,22,DTW,0.148148148,145.6666667,24,155,162
42.3902439,CVG,0.195121951,71.09375,32,DTW,0.182926829,74.53333333,30,229,164
59.11320755,CWA,0.169811321,38.33333333,9,DTW,0.150943396,35,8,363,53
135.4516129,DAL,0.290322581,44.44444444,9,DTW,0.258064516,53.5,8,981,31
32.57943925,DAY,0.158878505,62.52941176,17,DTW,0.158878505,68.82352941,17,166,107
64.9962406,DCA,0.229323308,63.29508197,61,DTW,0.210526316,62.625,56,405,266
149.1993243,DEN,0.135135135,67.925,40,DTW,0.131756757,75.1025641,39,1123,296
132.7764706,DFW,0.267647059,73.97802198,91,DTW,0.244117647,84.01204819,83,986,340
76.73493976,DSM,0.240963855,68.05,20,DTW,0.240963855,71.15,20,533,83
49.87586207,ELM,0.131034483,98.63157895,19,DTW,0.117241379,109.2941176,17,332,145
33.54666667,ERI,0.08,47,6,DTW,0.066666667,35.8,5,164,75
53.57692308,ESC,0.096153846,45,5,DTW,0.096153846,47.2,5,306,52
57.07058824,EVV,0.176470588,64.8,15,DTW,0.152941176,70.30769231,13,363,85
68.98979592,EWR,0.349489796,107.459854,137,DTW,0.301020408,116.0762712,118,488,392
150.2830189,FLL,0.136792453,54.44827586,29,DTW,0.136792453,51.93103448,29,1127,212
28.23611111,FWA,0.111111111,67.75,8,DTW,0.083333333,88.33333333,6,128,72
49.90990991,GRB,0.081081081,55.55555556,9,DTW,0.09009009,55.8,10,287,111
25.21428571,GRR,0.168367347,71.24242424,33,DTW,0.193877551,69.55263158,38,120,196
74.14634146,GSO,0.182926829,52.06666667,15,DTW,0.12195122,58.4,10,460,82
77.6835443,GSP,0.101265823,59.875,8,DTW,0.101265823,61.5,8,508,79
73.64473684,HPN,0.276315789,82.80952381,21,DTW,0.276315789,88.57142857,21,505,76
81.11538462,HSV,0.192307692,45,5,DTW,0.153846154,56.25,4,554,26
62.75555556,IAD,0.248888889,83.83928571,56,DTW,0.208888889,92.06382979,47,383,225
145.8984127,IAH,0.196825397,74.06451613,62,DTW,0.196825397,71.88709677,62,1075,315
58.48148148,IMT,0.111111111,42.66666667,3,DTW,0.111111111,43.33333333,3,344,27
41.41208791,IND,0.175824176,73.5625,32,DTW,0.17032967,72.48387097,31,231,182
88.33333333,ISP,0,0,0,DTW,0,0,0,540,3
53.57746479,ITH,0.14084507,86.6,10,DTW,0.14084507,91.8,10,353,71
114.9285714,JAX,0.285714286,92.625,8,DTW,0.214285714,118.1666667,6,813,28
79.29655172,JFK,0.206896552,112.8666667,30,DTW,0.2,106.4827586,29,509,145
18.87610619,LAN,0.088495575,47.3,10,DTW,0.088495575,52,10,74,113
222.3986486,LAS,0.111486486,90.54545455,33,DTW,0.155405405,76.80434783,46,1749,296
249.6272401,LAX,0.086021505,99.58333333,24,DTW,0.143369176,69.6,40,1979,279
49.84090909,LEX,0.136363636,86.83333333,18,DTW,0.121212121,93.3125,16,296,132
73.11566265,LGA,0.255421687,89.28301887,106,DTW,0.243373494,88.25742574,101,502,415
94.95238095,LIT,0.285714286,69.83333333,6,DTW,0.285714286,72.33333333,6,705,21
23.74647887,MBS,0.14084507,88,20,DTW,0.11971831,106.9411765,17,98,142
88.76923077,MCI,0.097902098,69.92857143,14,DTW,0.132867133,61.15789474,19,629,143
124.6822742,MCO,0.20735786,69.27419355,62,DTW,0.153846154,72.80434783,46,957,299
58.13461538,MDT,0.269230769,84.21428571,28,DTW,0.240384615,96.6,25,371,104
43.99203187,MDW,0.15936255,72.15,40,DTW,0.199203187,60.84,50,228,251
86.8974359,MEM,0.128205128,68.2,10,DTW,0.153846154,65.66666667,12,610,78
80.51764706,MHT,0.105882353,80.33333333,9,DTW,0.105882353,72.33333333,9,610,85
152.2275862,MIA,0.220689655,55.9375,32,DTW,0.186206897,56.92592593,27,1145,145
41.95652174,MKE,0.157608696,69.37931034,29,DTW,0.173913043,68.84375,32,237,184
61.71153846,MLI,0.192307692,69.7,10,DTW,0.211538462,68,11,373,52
58.31111111,MQT,0.133333333,49.66666667,6,DTW,0.133333333,62,6,349,45
49.70987654,MSN,0.111111111,49.77777778,18,DTW,0.111111111,55.94444444,18,311,162
83.42641509,MSP,0.094339623,60.52,25,DTW,0.132075472,55.02857143,35,528,265
120.3760684,MSY,0.111111111,41.92307692,13,DTW,0.102564103,48.08333333,12,926,117
89.07954545,MYR,0.102272727,58.44444444,9,DTW,0.090909091,53.375,8,636,88
266.7419355,OAK,0.096774194,39.66666667,3,DTW,0.064516129,54,2,2068,31
122.0192308,OKC,0.269230769,70.64285714,14,DTW,0.269230769,78.78571429,14,900,52
90.78504673,OMA,0.065420561,66.42857143,7,DTW,0.08411215,56.55555556,9,651,107
46.20853859,ORD,0.146141215,82.83146067,89,DTW,0.149425287,78.65934066,91,235,609
80.35135135,ORF,0.153153153,81.76470588,17,DTW,0.135135135,90.86666667,15,529,111
141.5806452,PBI,0.064516129,45.5,2,DTW,0.096774194,36.66666667,3,1086,31
258.3417722,PDX,0.037974684,62,3,DTW,0.063291139,49,5,1953,79
68.24705882,PHL,0.235294118,82.8875,80,DTW,0.226470588,89.51948052,77,453,340
214.2280702,PHX,0.087719298,54.25,20,DTW,0.149122807,52.94117647,34,1671,228
56.76923077,PIA,0.134615385,43.71428571,7,DTW,0.115384615,43.5,6,346,52
36.40689655,PIT,0.137931034,68.95,20,DTW,0.15862069,68.26086957,23,201,145
43,PLN,0.126126126,45.85714286,14,DTW,0.135135135,48.2,15,243,111
85.42056075,PVD,0.214953271,58.91304348,23,DTW,0.177570093,67.21052632,19,615,107
85.01123596,PWM,0.235955056,61,21,DTW,0.179775281,75.5625,16,668,89
75.5625,RDU,0.171875,60.86363636,22,DTW,0.1640625,67.61904762,21,501,128
70.63636364,RIC,0.136363636,49.66666667,15,DTW,0.136363636,48,15,456,110
46.63157895,ROC,0.070175439,123.5,8,DTW,0.070175439,134.625,8,296,114
142.5730337,RSW,0.134831461,223.3333333,12,DTW,0.08988764,319.25,8,1084,89
249.1914894,SAN,0.120567376,57.94117647,17,DTW,0.156028369,52.22727273,22,1956,141
158.0731707,SAT,0.134146341,70.09090909,11,DTW,0.134146341,78.27272727,11,1214,82
97.80645161,SAV,0.096774194,79.66666667,3,DTW,0.161290323,54.4,5,705,31
31.56060606,SBN,0.151515152,56.5,20,DTW,0.128787879,60.64705882,17,157,132
49.29333333,SCE,0.186666667,101.6428571,14,DTW,0.16,117.3333333,12,301,75
53.07092199,SDF,0.127659574,76.72222222,18,DTW,0.14893617,56.23809524,21,306,141
260.9328622,SEA,0.123674912,55.11428571,35,DTW,0.123674912,53.4,35,1927,283
266.7142857,SFO,0.142857143,59.96,25,DTW,0.182857143,59.65625,32,2079,175
199.1034483,SLC,0.062068966,54.33333333,9,DTW,0.096551724,47.57142857,14,1481,145
245.6666667,SNA,0.074074074,49,2,DTW,0.148148148,46,4,1960,27
67.39910314,STL,0.147982063,48.60606061,33,DTW,0.179372197,44.975,40,440,223
73.1627907,SWF,0.279069767,76.66666667,12,DTW,0.255813953,91.81818182,11,479,43
54.9375,SYR,0.142857143,66,16,DTW,0.151785714,64.17647059,17,374,112
128.1724138,TPA,0.24137931,84.28571429,35,DTW,0.234482759,82.05882353,34,983,145
69,TTN,0.470588235,65.625,8,DTW,0.588235294,69.2,10,464,17
107.6818182,TUL,0.181818182,78.25,4,DTW,0.227272727,76.4,5,789,22
39.09815951,TVC,0.104294479,53.47058824,17,DTW,0.128834356,46.95238095,21,207,163
67.10447761,TYS,0.119402985,60.6875,16,DTW,0.104477612,67.78571429,14,443,134
116.915493,ANC,0.14084507,39.8,10,DUT,0.23943662,44.70588235,17,792,71
94.86363636,DEN,0.136363636,70.33333333,3,DVL,0.090909091,64.5,2,638,22
20.93333333,JMS,0.133333333,336.25,4,DVL,0.133333333,334.5,4,83,30
30.125,SEA,0.133333333,59.625,16,EAT,0.125,62.53333333,15,99,120
49.26229508,ORD,0.163934426,105.1,10,EAU,0.163934426,91.8,10,269,61
43.98369565,ATL,0.125,102.0434783,23,ECP,0.135869565,94.64,25,240,184
96.6,AUS,0.2,118.5,2,ECP,0.4,77.5,4,710,10
61.21126761,BNA,0.169014085,58.16666667,12,ECP,0.197183099,58,14,401,71
107.2571429,BWI,0.371428571,55.30769231,13,ECP,0.457142857,45.9375,16,798,35
64.53225806,CLT,0.112903226,112,7,ECP,0.14516129,116.6666667,9,437,62
93,DAL,0.295454545,64.53846154,13,ECP,0.272727273,74.58333333,12,674,44
176.75,DEN,0.5,105.5,2,ECP,0.5,87.5,2,1250,4
95.98360656,DFW,0.049180328,49,3,ECP,0.06557377,41,4,685,61
83.14285714,HOU,0.2,115.2857143,7,ECP,0.314285714,83.54545455,11,571,35
87.68181818,IAH,0.136363636,63.22222222,9,ECP,0.121212121,67.75,8,572,66
115.75,MDW,0.5,118.5,2,ECP,0.5,134.5,2,795,4
87.4,STL,0.171428571,58.16666667,6,ECP,0.142857143,80.2,5,634,35
31.9,DEN,0.15,28,9,EGE,0.066666667,28.75,4,120,60
103.3870968,DFW,0.419354839,149.6923077,13,EGE,0.322580645,180.3,10,721,31
36.26666667,SLC,0.022222222,75,1,EKO,0.022222222,37,1,200,45
52.74482759,DTW,0.075862069,82.45454545,11,ELM,0.068965517,91.2,10,332,145
37.77419355,EWR,0.338709677,100.6666667,21,ELM,0.161290323,169.7,10,174,62
138.875,PIE,0.125,71,1,ELM,0.125,68,1,1035,8
123.5294118,SFB,0,0,0,ELM,0,0,0,954,17
161.6144578,ATL,0.072289157,57.83333333,6,ELP,0.108433735,47.44444444,9,1282,83
73.53658537,AUS,0.109756098,39,9,ELP,0.134146341,43.45454545,11,528,82
82.82051282,DAL,0.11965812,61.57142857,14,ELP,0.222222222,47.19230769,26,562,117
88.43478261,DEN,0.260869565,96.33333333,36,ELP,0.231884058,98.1875,32,563,138
79.12977099,DFW,0.282442748,86.41891892,74,ELP,0.278625954,87.38356164,73,551,262
93.86021505,HOU,0.204301075,45.89473684,19,ELP,0.225806452,45.80952381,21,677,93
95.82517483,IAH,0.132867133,93.47368421,19,ELP,0.111888112,109.625,16,667,143
79.7972973,LAS,0.27027027,87.45,20,ELP,0.283783784,86.38095238,21,583,74
95.59677419,LAX,0.201612903,67.56,25,ELP,0.233870968,68.75862069,29,715,124
81,OKC,1,33,1,ELP,1,112,1,563,1
157.9015152,ORD,0.25,75.15151515,33,ELP,0.227272727,72.1,30,1236,132
53.55725191,PHX,0.217557252,59.21052632,57,ELP,0.236641221,60.74193548,62,347,262
82.35714286,SAN,0.142857143,31.5,2,ELP,0.214285714,27.66666667,3,636,14
67.77011494,SAT,0.183908046,70.375,16,ELP,0.275862069,61.08333333,24,496,87
193.1111111,SFB,0.555555556,35.2,5,ELP,0.222222222,51.5,2,1514,9
34.78666667,DTW,0.066666667,67.4,5,ERI,0.053333333,86.25,4,164,75
69.72131148,ORD,0.229508197,168.1428571,14,ERI,0.163934426,221.8,10,398,61
47.98275862,PHL,0.25862069,65.73333333,15,ERI,0.24137931,75.5,14,300,58
52.25,DTW,0.038461538,120,2,ESC,0.057692308,53.66666667,3,306,52
121.9230769,AZA,0.230769231,44,3,EUG,0.153846154,54,2,971,13
123.5058824,DEN,0.105882353,90.88888889,9,EUG,0.117647059,85.5,10,996,85
100.25,LAS,0.416666667,44.6,5,EUG,0.25,53.66666667,3,700,12
108.6338028,LAX,0.084507042,68.83333333,6,EUG,0.098591549,47.42857143,7,748,71
64.78571429,OAK,0.571428571,50.25,8,EUG,0.5,48.71428571,7,445,14
25.08602151,PDX,0.053763441,50.6,5,EUG,0.043010753,55.5,4,106,93
131.9677419,PHX,0.193548387,52.33333333,6,EUG,0.096774194,65.66666667,3,952,31
102.3333333,SAN,0.444444444,45.5,4,EUG,0.333333333,51,3,850,9
46.66203704,SEA,0.222222222,46.3125,48,EUG,0.199074074,47.74418605,43,234,216
74.09929078,SFO,0.14893617,106.4761905,21,EUG,0.191489362,87.74074074,27,451,141
94.87096774,SJC,0.129032258,39.75,4,EUG,0.096774194,40,3,471,31
81.51612903,SLC,0.177419355,132.1818182,11,EUG,0.161290323,154.2,10,618,62
58.15217391,ATL,0.22826087,70.38095238,21,EVV,0.206521739,72.26315789,19,350,92
69.96666667,CLT,0.083333333,55.8,5,EVV,0.15,52.33333333,9,414,60
86.68965517,DFW,0.206896552,175.25,12,EVV,0.189655172,191.7272727,11,642,58
59.81176471,DTW,0.141176471,71.25,12,EVV,0.117647059,84.9,10,363,85
56.51219512,ORD,0.182926829,83.06666667,30,EVV,0.182926829,86,30,272,164
99.07142857,SFB,0.5,86.42857143,7,EVV,0.357142857,114.4,5,734,14
53.88888889,VPS,0,0,0,EVV,0.111111111,31,1,524,9
70.93548387,ATL,0.193548387,92.75,12,EWN,0.209677419,84.23076923,13,433,62
47.09090909,CLT,0.147727273,77.53846154,26,EWN,0.176136364,81.74193548,31,221,176
33.31521739,ACK,0.108695652,63.2,10,EWR,0.184782609,67.76470588,17,218,92
29.31125828,ALB,0.317880795,101.8333333,48,EWR,0.344370861,105.75,52,143,151
425,ANC,0,0,0,EWR,0.25,52,1,3370,4
102.8591065,ATL,0.280068729,113.1104294,163,EWR,0.288659794,112.2738095,168,746,582
183.6077348,AUS,0.232044199,98.30952381,42,EWR,0.259668508,96.80851064,47,1504,181
83.41509434,AVL,0.320754717,85.47058824,17,EWR,0.320754717,74.76470588,17,583,53
20.23333333,AVP,0.2,71.16666667,12,EWR,0.233333333,66.64285714,14,93,60
26.41304348,BDL,0.304347826,89.39285714,28,EWR,0.358695652,88.33333333,33,116,92
57.93548387,BGR,0.241935484,76.13333333,15,EWR,0.193548387,89.66666667,12,393,62
101.6290323,BNA,0.25,98,31,EWR,0.241935484,93.1,30,748,124
39.62391304,BOS,0.341304348,101.0063694,157,EWR,0.32173913,103.6689189,148,200,460
189.2580645,BQN,0.483870968,129.5333333,15,EWR,0.612903226,101.5789474,19,1585,31
43.54644809,BTV,0.300546448,84.56363636,55,EWR,0.289617486,82.58490566,53,266,183
43.95714286,BUF,0.271428571,109.4210526,57,EWR,0.30952381,100.3538462,65,282,210
33.71186441,BWI,0.237288136,84.25,28,EWR,0.313559322,73.97297297,37,169,118
244.8387097,BZN,0.225806452,72.57142857,7,EWR,0.161290323,92.4,5,1882,31
53,CAK,0.362068966,99.85714286,21,EWR,0.396551724,88.39130435,23,382,58
93.52631579,CHA,0.315789474,61,18,EWR,0.298245614,69.70588235,17,718,57
84.4047619,CHS,0.166666667,94.0952381,21,EWR,0.23015873,73.06896552,29,628,126
57.21078431,CLE,0.367647059,105.92,75,EWR,0.343137255,106.7285714,70,404,204
74.06989247,CLT,0.26344086,91.33673469,98,EWR,0.23655914,99.375,88,529,372
67.69506726,CMH,0.179372197,84.4,40,EWR,0.156950673,90.37142857,35,463,223
79.50566038,CVG,0.249056604,81.36363636,66,EWR,0.237735849,83.77777778,63,569,265
80.07272727,DAY,0.254545455,80.07142857,14,EWR,0.2,82.90909091,11,533,55
38.39823009,DCA,0.265486726,80.25,60,EWR,0.261061947,89.03389831,59,199,226
204.5488215,DEN,0.279461279,104.1325301,83,EWR,0.2996633,99.56179775,89,1605,297
165.834891,DFW,0.23364486,82.57333333,75,EWR,0.258566978,83.13253012,83,1372,321
101.483871,DSM,0.193548387,80.33333333,6,EWR,0.290322581,76.66666667,9,1017,31
73.49744898,DTW,0.221938776,119.1264368,87,EWR,0.227040816,119.2359551,89,488,392
29.25806452,ELM,0.274193548,95.35294118,17,EWR,0.274193548,96,17,174,62
143.1111111,EYW,0.111111111,54,1,EWR,0.333333333,36.33333333,3,1196,9
141.4125874,FLL,0.400932401,95.19186047,172,EWR,0.365967366,99.4522293,157,1065,429
80.48672566,GRR,0.212389381,126.75,24,EWR,0.247787611,100.5357143,28,605,113
58.37931034,GSO,0.229885057,87.15,20,EWR,0.206896552,99.44444444,18,445,87
78.42352941,GSP,0.258823529,64.13636364,22,EWR,0.223529412,59.10526316,19,594,85
589.8709677,HNL,0.129032258,58.25,4,EWR,0.193548387,55.33333333,6,4962,31
44.82022472,IAD,0.353932584,103.1904762,63,EWR,0.348314607,99.17741935,62,212,178
175.903537,IAH,0.302250804,86.89361702,94,EWR,0.273311897,95.21176471,85,1400,311
87.25941423,IND,0.326359833,88.57692308,78,EWR,0.322175732,90.06493506,77,645,239
25.60714286,ITH,0.214285714,91.75,12,EWR,0.303571429,97.47058824,17,172,56
108.7642276,JAX,0.276422764,78.44117647,34,EWR,0.243902439,86.53333333,30,820,123
275.5207373,LAS,0.248847926,83.85185185,54,EWR,0.262672811,83.98245614,57,2227,217
298.3298319,LAX,0.237394958,91.85840708,113,EWR,0.283613445,84.94814815,135,2454,476
92,LEX,0.322580645,94,10,EWR,0.258064516,86.375,8,588,31
136.6413043,MCI,0.173913043,90.8125,16,EWR,0.195652174,82.66666667,18,1092,92
120.8512821,MCO,0.403418803,89.30508475,236,EWR,0.341880342,95.935,200,937,585
90.25287356,MDW,0.304597701,98.33962264,53,EWR,0.367816092,90.75,64,711,174
121.3604651,MEM,0.26744186,93.91304348,23,EWR,0.279069767,90.08333333,24,946,86
35.98850575,MHT,0.252873563,74.54545455,22,EWR,0.218390805,84.31578947,19,209,87
142.399061,MIA,0.352112676,85.04,75,EWR,0.300469484,86.921875,64,1085,213
97.1440678,MKE,0.237288136,69.14285714,28,EWR,0.262711864,62.03225806,31,725,118
109.3166667,MSN,0.266666667,63.4375,16,EWR,0.233333333,70.85714286,14,799,60
134.318612,MSP,0.255520505,115.5185185,81,EWR,0.264984227,120.7261905,84,1008,317
146.1949153,MSY,0.228813559,89.92592593,27,EWR,0.228813559,94.55555556,27,1167,118
79.77108434,MYR,0.192771084,70.375,16,EWR,0.144578313,79.08333333,12,550,83
317.2258065,OAK,0.258064516,60.25,8,EWR,0.419354839,53.92307692,13,2555,31
146.2580645,OKC,0.35483871,68.45454545,11,EWR,0.387096774,78.08333333,12,1325,31
143.6034483,OMA,0.068965517,105.5,4,EWR,0.155172414,65.55555556,9,1134,58
102.975,ORD,0.239583333,99.68695652,115,EWR,0.245833333,100.9661017,118,719,480
47.35333333,ORF,0.353333333,99.71698113,53,EWR,0.32,100.8125,48,284,150
134.417004,PBI,0.380566802,81.58510638,94,EWR,0.344129555,86.98823529,85,1023,247
309.0215054,PDX,0.430107527,86.35,40,EWR,0.344086022,101.28125,32,2434,93
260.0853081,PHX,0.265402844,84.92857143,56,EWR,0.274881517,90.37931034,58,2133,211
